,post_text,followers,friends,favourites,statuses,retweets,label,month,year
2567,addison police statement offduty officer involved shooting resulted death yrold jose cruz httpstcoizqupkhlx,3185,1447,1250,5186,4,1,3,2016
2568,kill family yrold jose cruz killed offduty farmers branch officer wants answers httpstcoujfzyrjqo,3185,1447,1250,5186,12,1,3,2016
2569,power problem cbsjeffjam oldschoolisin txwx httpstcokvpbwn,3185,1447,1250,5186,4,1,3,2016
2570,dash cam video suspected drunk driver intentionally ramming arlingtonpd officers car see httpstcodhubodpdo,3185,1447,1250,5186,3,1,3,2016
2571,suspected drunk driver admitted intentionally ramming truck arlingtonpd officer evade arrest httpstcopkwzpcc,3185,1447,1250,5186,8,1,3,2016
2572,arlingtonchief thoughts amp prayers w officer would happen couple minutes quick interview dm,3185,1447,1250,5186,0,1,3,2016
2573,wzliberty great pictures thanks sharing cross bucket list,3185,1447,1250,5186,0,1,3,2016
2574,nice texas sunset potus takes air force one httpstcoovvazcww,3185,1447,1250,5186,14,1,3,2016
2575,potus left dallas air force one air sunset httpstcodsvunsi,3185,1447,1250,5186,16,1,3,2016
2576,air force one departing dallas potus httpstcooobnmwr,3185,1447,1250,5186,3,1,3,2016
2577,view air force one media pit love field dallas potus httpstcopzkcftiima,3185,1447,1250,5186,0,1,3,2016
2578,video potus boarding air force one love field dallas cbsdfw httpstcoffhiixswy,3185,1447,1250,5186,4,1,3,2016
2579,door open air force one potus expected departing dallas shortly httpstcodfzctyasw,3185,1447,1250,5186,4,1,3,2016
2580,tonyv hes dallas another couple hours,3185,1447,1250,5186,0,1,3,2016
2581,potus playing golf dallas national ron kirk emmitt smith amp peter kraus pic httpstconmcwqqrmio httpstcohzlowedlv,3185,1447,1250,5186,0,1,3,2016
2582,two private fundraisers round golf dallas national w emmittsmith potus departs dallas httpstcoojlgnpcau,3185,1447,1250,5186,11,1,3,2016
2583,randynbcla year helps thats lot money guy career starts,3185,1447,1250,5186,0,1,3,2016
2584,ceo bridge homeless shelter says dallas doesnt enough beds stay tent city httpstcovfbpzjnx,3185,1447,1250,5186,1,1,3,2016
2585,violence dallas tent city many eager close citys largest homeless encampment story httpstcombjrjmdez,3185,1447,1250,5186,0,1,3,2016
2586,cancer survivor also survives skydive went awry httpstcolhajsanx,3185,1447,1250,5186,1,1,3,2016
2587,cancer survivor also survives skydiving accident httpstcotntbxjlb,3185,1447,1250,5186,0,1,3,2016
2588,amazing video north texas skydivers accident inspiring story survival tonight cbs httpstcogczfspim,3185,1447,1250,5186,3,1,3,2016
2589,yearold plano girl severely injured wheeler accident prayersforrylie httpstcoohgsyhkvq,3185,1447,1250,5186,2,1,3,2016
2590,fouryearold rylie plano severely injured freak atv accident story httpstcosyvviba,3185,1447,1250,5186,4,1,3,2016
2591,joseph randles bond set failure appear th arrest past months httpstcohahxnjadgz,3185,1447,1250,5186,6,1,3,2016
2592,thought hit bottom former cowboy joseph randle arrested failing appear court httpstcoiziysznlx,3185,1447,1250,5186,0,1,3,2016
2593,official hes going top httpstcolgiybhrhm,3185,1447,1250,5186,0,1,3,2016
2594,simple steps positive thinking diagnosed clinical depression years ago tell fr httptcobtxkukyy,28614,28514,0,4783,1,1,3,2015
2595,develop positive mindset gain power develop positive mindset change life however httptcokjvpdnpcn,28614,28514,0,4783,0,1,3,2015
2596,positive words beginning n describe someone us would prefer positive rather negat httptcoyliifjmkg,28614,28514,0,4783,0,1,3,2015
2597,convert negative stress positive one see problems whether big small handled well httptcohleoimpls,28614,28514,0,4783,0,1,3,2015
2598,positive thinking book power positive thinking norman vincent peale one favorite httptcommrkpgznfd,28614,28514,0,4783,0,1,3,2015
2599,power positive thinking positive thinking associated heart health reduced risk ch httptcobxhmaeauk,28614,28514,0,4783,1,1,3,2015
2600,dr emma mardlin link mind body health whole generally think negatively ha httptcoxlphswim,28614,28514,0,4783,0,1,3,2015
2601,thinking life novel leads better mental health thinking life novel leads bett httptcoeixozdb,28614,28514,0,4783,0,1,3,2015
2602,positive thinking brief users guide teach computer play checkers thinking determine whe httptcoxnqigoja,28614,28514,0,4783,0,1,3,2015
2603,better way think using positive thoughts change life pdf download online free change negative httptcoyrplppmmod,28614,28514,0,4783,0,1,3,2015
2604,positive power power positive thinking appreciation positive aspects life w httptcoliaozzz,28614,28514,0,4783,0,1,3,2015
2605,complete quizhttptcogpexlmrnh,28614,28514,0,4783,0,1,3,2015
2606,topic power positive thinking norman vincen peale positive power negative thinking charisma httptcotupbvhqq,28614,28514,0,4783,0,1,3,2015
2607,negative side positive thinking pdf ebook gkbe free download davidson ann carolyn neg httptcoqviuc,28614,28514,0,4783,0,1,3,2015
2608,amazing results positive thinking want get amazing results positive thinking pdf ebook copy httptcougvgledlb,28614,28514,0,4783,0,1,3,2015
2609,power positive thinking pdf ebook arkr free download peale norman vincent arkr find great deals httptcowrmibtkgs,28614,28514,0,4783,0,1,3,2015
2610,give positive negative rating home give positive negative rating surface us wo httptcobrvbyljb,28614,28514,0,4783,0,1,3,2015
2611,salinas woman tries conquer cancer stay positive control attitude explained tha httptcouiougfgba,28614,28514,0,4783,0,1,3,2015
2612,perils positive thinking managing thoughts negative positive important work httptcohjrfbwqat,28614,28514,0,4783,0,1,3,2015
2613,thinking one thing feeling another might like think clear stable feelings httptcojschjyia,28614,28514,0,4783,0,1,3,2015
2614,im learning bodypositive journey decision negative thoughts completely gone httptcobpfiukqw,28614,28514,0,4783,0,1,3,2015
2615,check great little book nowhttptcoqzoeapwwf,28614,28514,0,4783,0,1,3,2015
2616,science positive thinking achieve results fast positive thinking positive thi httptcocpdalqid,28614,28514,0,4783,0,1,3,2015
2617,quality thoughts positive negative thinking httptcoqiflxtmuee acc httptcoihexglrwyc,28614,28514,0,4783,0,1,3,2015
2618,health benefits positive thinking researchers continue explore effects positive thinking httptcobimvoynq,28614,28514,0,4783,1,1,3,2015
2619,power positive thinking power positive thinking great deal said httptcoojytoeai,28614,28514,0,4783,0,1,3,2015
2620,gratitude rock journal diary positive thoughts science positive thinking positive thoughts httptcochuhyzy,28614,28514,0,4783,0,1,3,2015
2621,positive negative positive negative think positive commonly used advice people b httptcokcrqolapsr,28614,28514,0,4783,0,1,3,2015
2622,positive thinking really didnt work mood initially negative positive thinking httptcoxpxvprrv,28614,28514,0,4783,0,1,3,2015
2623,positive thinking starting new job us would prefer positive rather negative posi httptcoztcenifod,28614,28514,0,4783,0,1,3,2015
2624,onthejob positive negative think positive common advice people given task wit httptcoipuahorz,28614,28514,0,4783,0,1,3,2015
2625,raising positive kids negative world download welcome future site raising positive children httptcoxvvknvuccw,28614,28514,0,4783,0,1,3,2015
2626,week power positive thinking positive mind root things good happening ki httptcompbbvjjsh,28614,28514,0,4783,0,1,3,2015
2627,funniest videos positive thinking never seen succesful people hand think httptcoaemewrlcem,28614,28514,0,4783,0,1,3,2015
2628,positive thoughts change life dont think youre negative thinker everyone selft httptcomkignhkx,28614,28514,0,4783,1,1,3,2015
2629,stop negative thinking httptcomtjlzrxkij search results stop neg httptcoxdwkqciu,28614,28514,0,4783,0,1,3,2015
2630,adlib power positive thinking positive thinking told bit utopian httptcojdxqofzxx,28614,28514,0,4783,0,1,3,2015
2631,positive thinking us would prefer positive rather negative positive thinking reduc httptcovksdkwg,28614,28514,0,4783,0,1,3,2015
2632,mutltiply negative number positive make positive positive thinking reduce stress e httptcoydimielo,28614,28514,0,4783,0,1,3,2015
2633,howard thinking positive negative know howard said takes lot energy negati httptcovajelpmjd,28614,28514,0,4783,0,1,3,2015
2634,negative thoughts breed negativity trying achieve create constant battle mind yo httptcoltmdjurxvt,28614,28514,0,4783,0,1,3,2015
2635,fampk positive thinking fampk positive thinking think positively able turn around httptconkgyxlblhn,28614,28514,0,4783,0,1,3,2015
2636,negative subliminal programming get free download ccvx file negative positive ampid httptcoavovpyflz,28614,28514,0,4783,0,1,3,2015
2637,learn switch negative feelings says joel osteen added people cant think positive tho httptcoorupvoalq,28614,28514,0,4783,0,1,3,2015
2638,avoid negative thinking negative thinking comes easily positive thinking general httptcoxuvrtgyhd,28614,28514,0,4783,0,1,3,2015
2639,letts set spell eliminate negative thinking sowing seeds nurturing promote bountiful plants httptcoaedyefapyj,28614,28514,0,4783,0,1,3,2015
2640,positive negative thinking effects motivation basic information positive negative thi httptcovlybsbgkw,28614,28514,0,4783,0,1,3,2015
2641,replace negative words positive positive words negative words business insider replace httptcoqvjflbwjr,28614,28514,0,4783,1,1,3,2015
2642,positive negative number lines print adding positive negative integers number line l httptcowhuqbmw,28614,28514,0,4783,0,1,2,2015
2643,successful people know positive thinking researchers frame positive thinking terms expl httptcovrorenl,28614,28514,0,4783,1,1,2,2015
2644,negative positive numbers rules happiness conspiracy optimism cult positive think httptcodkueufwoj,28614,28514,0,4783,0,1,2,2015
2645,daily catchup battle election videos robot sarcasm detector told algorithm dete httptcoilmiygpeoj,28614,28514,0,4783,0,1,2,2015
2646,surefire ways positive attitude increases success surefire ways positive attitude increases success httptcotaqrofpmeq,28614,28514,0,4783,0,1,2,2015
2647,negative thinking stop negative thinking httptcoqltrqfck description mos httptcovwwwpavu,28614,28514,0,4783,0,1,2,2015
2648,positive thinking positivity step beyond positive thinking stuck negative slump would httptcoawnedonijs,28614,28514,0,4783,0,1,2,2015
2649,change negative thinking positive thinking smell roses change ne httptcovtyzcmgekr,28614,28514,0,4783,0,1,2,2015
2650,positive thoughts mind positive thoughts reflects healthy surrounding across everyone positi httptcofalxiqdq,28614,28514,0,4783,1,1,2,2015
2651,solid positive attitude status personality quiz whats positive thinking level whether react httptcobmvhrgx,28614,28514,0,4783,0,1,2,2015
2652,kids see color sometimes get caught trap thinking bring think positive tho httptcolmlibunwg,28614,28514,0,4783,0,1,2,2015
2653,ways finally silence inner critic time change old ways putting end negativ httptcoeqxikurst,28614,28514,0,4783,0,1,2,2015
2654,negative positive feeling words ideas concepts distinguishing positive negative httptcorlvmdt,28614,28514,0,4783,0,1,2,2015
2655,staying positive everyone else negative better course positive attitude rather th httptcodnvukvcdqk,28614,28514,0,4783,0,1,2,2015
2656,negative attitude gratitude build strengths take advantage power posi httptcofobashwog,28614,28514,0,4783,0,1,2,2015
2657,power positive thinking advantage building blocks life thinking httptcozpqvlkqzhk,28614,28514,0,4783,0,1,2,2015
2658,worrywart vs positive thinking even negative thinking vs positive thinking since lot stu httptcovricjupk,28614,28514,0,4783,0,1,2,2015
2659,employment expertise tips handling interview nerves write positive affirmations sta httptcohlxtiln,28614,28514,0,4783,0,1,2,2015
2660,adding interactive tweeps unfollowing inactives using tweepis geeky twitter tools httptcohcykuoyigw,28614,28514,0,4783,0,1,2,2015
2661,positive thinking let everything better negative thinking httptcodsdcniphnposi httptcorjrbqlsp,28614,28514,0,4783,0,1,2,2015
2662,hiv positive mom hiv negative babies given promising forecast people thinking havin httptcoxdjfwwsha,28614,28514,0,4783,0,1,2,2015
2663,printable positive negative adjectives list negative personality adjectives list see also positive perso httptcopjqadwn,28614,28514,0,4783,0,1,2,2015
2664,positively negative mine normal everyday blah blah blah negative thoughts negative thin httptcolcsmqeuew,28614,28514,0,4783,0,1,2,2015
2665,essay positive attitude title length color rating negatives positive thinking famous ame httptcozyqdnbmzww,28614,28514,0,4783,0,1,2,2015
2666,positive thinking category archives positive thinking believe feeling open pandoras b httptcolttmgsnreb,28614,28514,0,4783,0,1,2,2015
2667,habits halt negative thinking want stop harmful negative thinking patterns learn httptcovcyjyodez,28614,28514,0,4783,0,1,2,2015
2668,daily inspiration lent lets eliminate negative thinking lent also stand acronym many unity httptcoqbzwki,28614,28514,0,4783,0,1,2,2015
2669,positive quotes negative people attitude quotes amp sayings positive attitudes positive inspiration httptcokkqbjgab,28614,28514,0,4783,0,1,2,2015
2670,boosting brain function matter staying positive remember every negative comment thought three p httptcolgvhqkfk,28614,28514,0,4783,0,1,2,2015
2671,tips overcome negative thoughts positive thinking positive thinking stop negative selftalk reduce httptcollauffqf,28614,28514,0,4783,0,1,2,2015
2672,many times people dont know talk depression know diagnosed depression httptcoitqiwtrr,560,729,107,3464,0,1,4,2015
2673,change see everyone else change reminds language substance use httptcovojbfmzwm,560,729,107,3464,0,1,4,2015
2674,started new page take group page name please help grow new httptcocmzupomay,560,729,107,3464,0,1,4,2015
2675,seattle leads way changeaddictionnow httptcorrkohtpxjy,560,729,107,3464,0,1,4,2015
2676,national epidemic national shame drug addiction claims another life addicts mom founder httptcomtfbqcmci,560,729,107,3464,0,1,4,2015
2677,today change addiction deeply saddened hear death daniel francis montalbano daniel httptcoynvsnaejea,560,729,107,3464,0,1,4,2015
2678,never stop learning disease addiction make decisions help hurt rose barbour,560,729,107,3464,1,1,4,2015
2679,breaking cycle addiction pain past motivate future becky vollmer httptcoqtfwkgguyt,560,729,107,3464,0,1,4,2015
2680,although official statistics often death penalty carried drug offences harm httptcolvblhcqmv,560,729,107,3464,0,1,4,2015
2681,year want thank members supporters making landmark year change httptconpxkmk,560,729,107,3464,0,1,4,2015
2682,love someone addiction found paradox love hurts hurt love mother theresa,560,729,107,3464,0,1,4,2015
